BasisId,ID,CPU,y,SubspaceId
1,1,0.243075736,487,1 constant_scale_shape
1,1,0.246527823,334,1 constant_scale_shape
1,1,0.248834793,294,1 constant_scale_shape
1,1,0.25450072,470,1 constant_scale_shape
1,1,0.256311889,351,1 constant_scale_shape
1,1,0.264875309,307,1 constant_scale_shape
1,1,0.263787228,546,1 constant_scale_shape
1,1,0.270476941,440,1 constant_scale_shape
1,1,0.277266024,401,1 constant_scale_shape
1,1,0.274465758,777,1 constant_scale_shape
1,1,0.28139577,430,1 constant_scale_shape
1,1,0.284537678,517,1 constant_scale_shape
1,1,0.291564268,376,1 constant_scale_shape
1,1,0.295843718,496,1 constant_scale_shape
1,1,0.303643998,788,1 constant_scale_shape
1,1,0.305076939,689,1 constant_scale_shape
1,1,0.303027803,774,1 constant_scale_shape
1,1,0.311586586,399,1 constant_scale_shape
1,1,0.312760466,671,1 constant_scale_shape
1,1,0.318853984,409,1 constant_scale_shape
1,1,0.322842997,460,1 constant_scale_shape
1,1,0.322368657,487,1 constant_scale_shape
1,1,0.328707247,365,1 constant_scale_shape
1,1,0.334418327,488,1 constant_scale_shape
1,1,0.337367956,700,1 constant_scale_shape
1,1,0.349085353,428,1 constant_scale_shape
1,1,0.345261244,423,1 constant_scale_shape
1,1,0.356240875,585,1 constant_scale_shape
1,1,0.355690363,681,1 constant_scale_shape
1,1,0.352698674,871,1 constant_scale_shape
1,1,0.367921284,757,1 constant_scale_shape
1,1,0.365735532,720,1 constant_scale_shape
1,1,0.370894456,929,1 constant_scale_shape
1,1,0.368889353,448,1 constant_scale_shape
1,1,0.377974787,529,1 constant_scale_shape
1,1,0.381613542,511,1 constant_scale_shape
1,1,0.388924419,1088,1 constant_scale_shape
1,1,0.393331647,795,1 constant_scale_shape
1,1,0.386435788,1046,1 constant_scale_shape
1,1,0.393339988,873,1 constant_scale_shape
1,1,0.399664489,781,1 constant_scale_shape
1,1,0.406531716,831,1 constant_scale_shape
1,1,0.41446271,825,1 constant_scale_shape
1,1,0.4196877,926,1 constant_scale_shape
1,1,0.419067008,625,1 constant_scale_shape
1,1,0.425890553,753,1 constant_scale_shape
1,1,0.427789017,717,1 constant_scale_shape
1,1,0.43103523,507,1 constant_scale_shape
1,1,0.433050686,660,1 constant_scale_shape
1,1,0.441824122,565,1 constant_scale_shape
1,1,0.439695277,553,1 constant_scale_shape
1,1,0.448096582,632,1 constant_scale_shape
1,1,0.45170199,616,1 constant_scale_shape
1,1,0.444679846,848,1 constant_scale_shape
1,1,0.460925588,650,1 constant_scale_shape
1,1,0.462764752,1349,1 constant_scale_shape
1,1,0.462741564,839,1 constant_scale_shape
1,1,0.469149561,884,1 constant_scale_shape
1,1,0.480498663,1005,1 constant_scale_shape
1,1,0.478198004,1423,1 constant_scale_shape
1,1,0.480284247,1053,1 constant_scale_shape
1,1,0.482420546,811,1 constant_scale_shape
1,1,0.489001056,923,1 constant_scale_shape
1,1,0.494104545,786,1 constant_scale_shape
1,1,0.497223936,1035,1 constant_scale_shape
1,1,0.503815189,968,1 constant_scale_shape
1,1,0.509564563,1135,1 constant_scale_shape
1,1,0.507797362,1178,1 constant_scale_shape
1,1,0.507334747,963,1 constant_scale_shape
1,1,0.516359191,1009,1 constant_scale_shape
1,1,0.528371164,661,1 constant_scale_shape
1,1,0.528506832,774,1 constant_scale_shape
1,1,0.531254853,690,1 constant_scale_shape
1,1,0.534967237,1437,1 constant_scale_shape
1,1,0.537728207,511,1 constant_scale_shape
1,1,0.535501255,806,1 constant_scale_shape
1,1,0.545562359,720,1 constant_scale_shape
1,1,0.54163074,668,1 constant_scale_shape
1,1,0.552699271,710,1 constant_scale_shape
1,1,0.560844924,799,1 constant_scale_shape
1,1,0.5602759,1077,1 constant_scale_shape
1,1,0.567372733,1189,1 constant_scale_shape
1,1,0.566174688,997,1 constant_scale_shape
1,1,0.576192153,838,1 constant_scale_shape
1,1,0.57249654,661,1 constant_scale_shape
1,1,0.579714188,1555,1 constant_scale_shape
1,1,0.5886236,822,1 constant_scale_shape
1,1,0.593068402,952,1 constant_scale_shape
1,1,0.600246988,856,1 constant_scale_shape
1,1,0.597152863,1309,1 constant_scale_shape
1,1,0.590708418,1271,1 constant_scale_shape
1,1,0.608453885,1490,1 constant_scale_shape
1,1,0.610368367,1093,1 constant_scale_shape
1,1,0.607071747,1493,1 constant_scale_shape
1,1,0.623211304,1063,1 constant_scale_shape
1,1,0.629811841,1061,1 constant_scale_shape
1,1,0.626553917,1101,1 constant_scale_shape
1,1,0.632988941,1505,1 constant_scale_shape
1,1,0.628712457,776,1 constant_scale_shape
1,1,0.631566075,765,1 constant_scale_shape
1,1,0.640219498,1238,1 constant_scale_shape
1,1,0.644696742,1537,1 constant_scale_shape
1,1,0.647230209,1070,1 constant_scale_shape
1,1,0.652282754,1471,1 constant_scale_shape
1,1,0.664312668,752,1 constant_scale_shape
1,1,0.665174866,2384,1 constant_scale_shape
1,1,0.665724957,941,1 constant_scale_shape
1,1,0.670558832,730,1 constant_scale_shape
1,1,0.678753344,1386,1 constant_scale_shape
1,1,0.676908056,1212,1 constant_scale_shape
1,1,0.683113598,714,1 constant_scale_shape
1,1,0.688566038,1201,1 constant_scale_shape
1,1,0.680394258,2235,1 constant_scale_shape
1,1,0.693840203,977,1 constant_scale_shape
1,1,0.696731678,1094,1 constant_scale_shape
1,1,0.708702805,873,1 constant_scale_shape
1,1,0.705817757,939,1 constant_scale_shape
1,1,0.704698037,1286,1 constant_scale_shape
1,1,0.711255531,1443,1 constant_scale_shape
1,1,0.724365888,1283,1 constant_scale_shape
1,1,0.71304178,1049,1 constant_scale_shape
1,1,0.72523622,1050,1 constant_scale_shape
1,1,0.732210028,1124,1 constant_scale_shape
1,1,0.724899773,1263,1 constant_scale_shape
1,1,0.739254624,996,1 constant_scale_shape
1,1,0.735380547,1368,1 constant_scale_shape
1,1,0.749028182,1487,1 constant_scale_shape
1,1,0.743196476,1352,1 constant_scale_shape
1,1,0.755621385,1444,1 constant_scale_shape
1,1,0.762428841,1750,1 constant_scale_shape
1,1,0.778241108,1092,1 constant_scale_shape
1,1,0.790075828,1420,1 constant_scale_shape
1,1,0.783970597,1662,1 constant_scale_shape
1,1,0.795928825,1380,1 constant_scale_shape
1,1,0.800527588,1518,1 constant_scale_shape
1,1,0.809019008,1185,1 constant_scale_shape
1,1,0.802496084,1323,1 constant_scale_shape
1,1,0.81,1570,1 constant_scale_shape
1,2,0.001006161,104,1 constant_scale_shape
1,2,0.002790217,73,1 constant_scale_shape
1,2,0.003524674,135,1 constant_scale_shape
1,2,0.00596488,126,1 constant_scale_shape
1,2,0.009921518,125,1 constant_scale_shape
1,2,0.013929945,127,1 constant_scale_shape
1,2,0.017996975,97,1 constant_scale_shape
1,2,0.02199397,63,1 constant_scale_shape
1,2,0.025697901,86,1 constant_scale_shape
1,2,0.030395284,117,1 constant_scale_shape
1,2,0.034165694,168,1 constant_scale_shape
1,2,0.037709638,120,1 constant_scale_shape
1,2,0.042005175,240,1 constant_scale_shape
1,2,0.046371309,131,1 constant_scale_shape
1,2,0.049956716,165,1 constant_scale_shape
1,2,0.054190127,143,1 constant_scale_shape
1,2,0.058247524,117,1 constant_scale_shape
1,2,0.062452899,208,1 constant_scale_shape
1,2,0.065941561,191,1 constant_scale_shape
1,2,0.070854795,140,1 constant_scale_shape
1,2,0.075217645,160,1 constant_scale_shape
1,2,0.078055159,195,1 constant_scale_shape
1,2,0.083125919,167,1 constant_scale_shape
1,2,0.086627345,320,1 constant_scale_shape
1,2,0.090989018,108,1 constant_scale_shape
1,2,0.093072052,155,1 constant_scale_shape
1,2,0.097245333,225,1 constant_scale_shape
1,2,0.102042678,194,1 constant_scale_shape
1,2,0.105271471,110,1 constant_scale_shape
1,2,0.110675741,296,1 constant_scale_shape
1,2,0.115071131,172,1 constant_scale_shape
1,2,0.117803601,169,1 constant_scale_shape
1,2,0.122206262,269,1 constant_scale_shape
1,2,0.125577007,157,1 constant_scale_shape
1,2,0.13139073,182,1 constant_scale_shape
1,2,0.136914726,184,1 constant_scale_shape
1,2,0.138034199,207,1 constant_scale_shape
1,2,0.142977019,103,1 constant_scale_shape
1,2,0.145929868,318,1 constant_scale_shape
1,2,0.149131023,252,1 constant_scale_shape
1,2,0.15513676,280,1 constant_scale_shape
1,2,0.158999966,215,1 constant_scale_shape
1,2,0.163115824,280,1 constant_scale_shape
1,2,0.164705713,205,1 constant_scale_shape
1,2,0.168973668,211,1 constant_scale_shape
1,2,0.176792551,271,1 constant_scale_shape
1,2,0.175380795,296,1 constant_scale_shape
1,2,0.181790181,246,1 constant_scale_shape
1,2,0.18683563,501,1 constant_scale_shape
1,2,0.191357909,387,1 constant_scale_shape
1,2,0.193415478,332,1 constant_scale_shape
1,2,0.197573789,253,1 constant_scale_shape
1,2,0.202043264,372,1 constant_scale_shape
1,2,0.206783352,341,1 constant_scale_shape
1,2,0.213265106,367,1 constant_scale_shape
1,2,0.212986836,541,1 constant_scale_shape
1,2,0.218300234,573,1 constant_scale_shape
1,2,0.219838173,579,1 constant_scale_shape
1,2,0.227174496,1046,1 constant_scale_shape
1,2,0.226921774,273,1 constant_scale_shape
1,2,0.233669534,369,1 constant_scale_shape
1,2,0.237240024,412,1 constant_scale_shape
1,2,0.241577801,687,1 constant_scale_shape
1,2,0.246409583,336,1 constant_scale_shape
1,2,0.250717272,261,1 constant_scale_shape
1,2,0.252640686,283,1 constant_scale_shape
1,2,0.257006223,471,1 constant_scale_shape
1,2,0.262164957,415,1 constant_scale_shape
1,2,0.267342013,301,1 constant_scale_shape
1,2,0.270757053,520,1 constant_scale_shape
1,2,0.274091636,408,1 constant_scale_shape
1,2,0.27520637,371,1 constant_scale_shape
1,2,0.281285475,326,1 constant_scale_shape
1,2,0.289508683,391,1 constant_scale_shape
1,2,0.293421802,379,1 constant_scale_shape
1,2,0.29685091,438,1 constant_scale_shape
1,2,0.297662951,290,1 constant_scale_shape
1,2,0.298896272,434,1 constant_scale_shape
1,2,0.303190887,337,1 constant_scale_shape
1,2,0.312633607,472,1 constant_scale_shape
1,2,0.31269592,839,1 constant_scale_shape
1,2,0.322437825,635,1 constant_scale_shape
1,2,0.325855323,496,1 constant_scale_shape
1,2,0.325202055,444,1 constant_scale_shape
1,2,0.331391178,505,1 constant_scale_shape
1,2,0.332911351,566,1 constant_scale_shape
1,2,0.335246574,781,1 constant_scale_shape
1,2,0.343869593,808,1 constant_scale_shape
1,2,0.350222584,596,1 constant_scale_shape
1,2,0.351281808,472,1 constant_scale_shape
1,2,0.352062842,589,1 constant_scale_shape
1,2,0.359712982,555,1 constant_scale_shape
1,2,0.36275406,498,1 constant_scale_shape
1,2,0.368340815,621,1 constant_scale_shape
1,2,0.372443482,448,1 constant_scale_shape
1,2,0.374745423,713,1 constant_scale_shape
1,2,0.375165601,509,1 constant_scale_shape
1,2,0.385068196,636,1 constant_scale_shape
1,2,0.386140998,805,1 constant_scale_shape
1,2,0.391421038,637,1 constant_scale_shape
1,2,0.398321896,1260,1 constant_scale_shape
1,2,0.396778812,972,1 constant_scale_shape
1,2,0.402045917,627,1 constant_scale_shape
1,2,0.406194834,906,1 constant_scale_shape
1,2,0.40491186,942,1 constant_scale_shape
1,2,0.415249789,835,1 constant_scale_shape
1,2,0.417057435,791,1 constant_scale_shape
1,2,0.416949105,567,1 constant_scale_shape
1,2,0.424578343,753,1 constant_scale_shape
1,2,0.430961139,612,1 constant_scale_shape
1,2,0.435148801,854,1 constant_scale_shape
1,2,0.435190127,553,1 constant_scale_shape
1,2,0.439511496,749,1 constant_scale_shape
1,2,0.446743475,741,1 constant_scale_shape
1,2,0.454865591,1115,1 constant_scale_shape
1,2,0.452414339,619,1 constant_scale_shape
1,2,0.458429467,782,1 constant_scale_shape
1,2,0.460022257,542,1 constant_scale_shape
1,2,0.46208628,471,1 constant_scale_shape
1,2,0.469228173,1110,1 constant_scale_shape
1,2,0.483400865,733,1 constant_scale_shape
1,2,0.478171604,828,1 constant_scale_shape
1,2,0.480043788,525,1 constant_scale_shape
1,2,0.482297659,559,1 constant_scale_shape
1,2,0.488199077,655,1 constant_scale_shape
1,2,0.497820943,800,1 constant_scale_shape
1,2,0.497826413,847,1 constant_scale_shape
1,2,0.502222651,880,1 constant_scale_shape
1,2,0.497723175,622,1 constant_scale_shape
1,2,0.515490355,791,1 constant_scale_shape
1,2,0.514685006,679,1 constant_scale_shape
1,2,0.518788247,959,1 constant_scale_shape
1,2,0.52198695,896,1 constant_scale_shape
1,2,0.52283617,894,1 constant_scale_shape
1,2,0.523405125,673,1 constant_scale_shape
1,2,0.535242294,754,1 constant_scale_shape
1,2,0.537894705,1283,1 constant_scale_shape
1,2,0.542503349,1082,1 constant_scale_shape
1,2,0.540635861,1368,1 constant_scale_shape
1,2,0.543154073,815,1 constant_scale_shape
1,2,0.547824777,1378,1 constant_scale_shape
1,2,0.565960374,1083,1 constant_scale_shape
1,2,0.551824053,638,1 constant_scale_shape
1,2,0.567829656,1797,1 constant_scale_shape
1,2,0.570769112,982,1 constant_scale_shape
1,2,0.574901586,1287,1 constant_scale_shape
1,2,0.582038532,1019,1 constant_scale_shape
1,2,0.587702752,1341,1 constant_scale_shape
1,2,0.578606685,752,1 constant_scale_shape
1,2,0.588985829,943,1 constant_scale_shape
1,2,0.594854365,994,1 constant_scale_shape
1,2,0.597532802,1586,1 constant_scale_shape
1,2,0.592787924,970,1 constant_scale_shape
1,2,0.610273396,1212,1 constant_scale_shape
1,2,0.613470791,844,1 constant_scale_shape
1,2,0.6133988,1166,1 constant_scale_shape
1,2,0.620027169,947,1 constant_scale_shape
1,2,0.618812417,790,1 constant_scale_shape
1,2,0.623671307,1146,1 constant_scale_shape
1,2,0.625571874,1174,1 constant_scale_shape
1,2,0.632199227,1152,1 constant_scale_shape
1,2,0.633215756,907,1 constant_scale_shape
1,2,0.636391324,1177,1 constant_scale_shape
1,2,0.649723184,1319,1 constant_scale_shape
1,2,0.65758295,736,1 constant_scale_shape
1,2,0.662097806,778,1 constant_scale_shape
1,2,0.662056093,1017,1 constant_scale_shape
1,2,0.655972901,1501,1 constant_scale_shape
1,2,0.672911678,1008,1 constant_scale_shape
1,2,0.670276777,1616,1 constant_scale_shape
1,2,0.672201336,1055,1 constant_scale_shape
1,2,0.676042317,778,1 constant_scale_shape
1,2,0.683826123,1033,1 constant_scale_shape
1,2,0.691216011,1462,1 constant_scale_shape
1,2,0.689490809,1583,1 constant_scale_shape
1,2,0.691817802,1236,1 constant_scale_shape
1,2,0.704002789,1063,1 constant_scale_shape
1,2,0.695764598,962,1 constant_scale_shape
1,2,0.705064458,1471,1 constant_scale_shape
1,2,0.716964572,1875,1 constant_scale_shape
1,2,0.7095515,1290,1 constant_scale_shape
1,2,0.718607309,1018,1 constant_scale_shape
1,2,0.721813136,985,1 constant_scale_shape
1,2,0.722861264,1767,1 constant_scale_shape
1,2,0.734793151,1354,1 constant_scale_shape
1,2,0.73062886,1149,1 constant_scale_shape
1,2,0.74013227,1215,1 constant_scale_shape
1,2,0.74278309,1516,1 constant_scale_shape
1,2,0.741962733,1629,1 constant_scale_shape
1,2,0.72,936,1 constant_scale_shape
1,2,0.77,748,1 constant_scale_shape
1,3,0.001005811,89,1 constant_scale_shape
1,3,0.00279225,104,1 constant_scale_shape
1,3,0.003466096,101,1 constant_scale_shape
1,3,0.005955444,100,1 constant_scale_shape
1,3,0.010016495,104,1 constant_scale_shape
1,3,0.013891194,100,1 constant_scale_shape
1,3,0.018117057,113,1 constant_scale_shape
1,3,0.022297904,89,1 constant_scale_shape
1,3,0.025954381,172,1 constant_scale_shape
1,3,0.030043255,120,1 constant_scale_shape
1,3,0.033795825,160,1 constant_scale_shape
1,3,0.037822831,139,1 constant_scale_shape
1,3,0.042029063,132,1 constant_scale_shape
1,3,0.045243773,180,1 constant_scale_shape
1,3,0.051103334,165,1 constant_scale_shape
1,3,0.053875582,126,1 constant_scale_shape
1,3,0.056810971,163,1 constant_scale_shape
1,3,0.062460262,184,1 constant_scale_shape
1,3,0.066163496,171,1 constant_scale_shape
1,3,0.070004216,110,1 constant_scale_shape
1,3,0.074570665,242,1 constant_scale_shape
1,3,0.078479314,127,1 constant_scale_shape
1,3,0.081088444,152,1 constant_scale_shape
1,3,0.086089122,206,1 constant_scale_shape
1,3,0.09038538,165,1 constant_scale_shape
1,3,0.093766368,191,1 constant_scale_shape
1,3,0.09821611,146,1 constant_scale_shape
1,3,0.101664936,193,1 constant_scale_shape
1,3,0.106781265,151,1 constant_scale_shape
1,3,0.10966928,186,1 constant_scale_shape
1,3,0.114267163,179,1 constant_scale_shape
1,3,0.115898935,259,1 constant_scale_shape
1,3,0.122691781,247,1 constant_scale_shape
1,3,0.126530654,187,1 constant_scale_shape
1,3,0.130005241,232,1 constant_scale_shape
1,3,0.135499919,165,1 constant_scale_shape
1,3,0.140592854,315,1 constant_scale_shape
1,3,0.143162496,169,1 constant_scale_shape
1,3,0.146672133,287,1 constant_scale_shape
1,3,0.151562729,132,1 constant_scale_shape
1,3,0.155924683,280,1 constant_scale_shape
1,3,0.159630279,209,1 constant_scale_shape
1,3,0.158886414,279,1 constant_scale_shape
1,3,0.163776436,435,1 constant_scale_shape
1,3,0.167290541,282,1 constant_scale_shape
1,3,0.174152161,165,1 constant_scale_shape
1,3,0.179862585,264,1 constant_scale_shape
1,3,0.179668681,345,1 constant_scale_shape
1,3,0.186801902,495,1 constant_scale_shape
1,3,0.187547253,275,1 constant_scale_shape
1,3,0.194449563,225,1 constant_scale_shape
1,3,0.200116838,286,1 constant_scale_shape
1,3,0.200352193,337,1 constant_scale_shape
1,3,0.201920222,374,1 constant_scale_shape
1,3,0.210890736,462,1 constant_scale_shape
1,3,0.213952617,397,1 constant_scale_shape
1,3,0.218713898,242,1 constant_scale_shape
1,3,0.220606698,298,1 constant_scale_shape
1,3,0.225811401,280,1 constant_scale_shape
1,3,0.225896262,343,1 constant_scale_shape
1,3,0.23783624,322,1 constant_scale_shape
1,3,0.239619529,594,1 constant_scale_shape
1,3,0.240622166,542,1 constant_scale_shape
1,3,0.248672419,496,1 constant_scale_shape
1,3,0.249931933,491,1 constant_scale_shape
1,3,0.251528373,643,1 constant_scale_shape
1,3,0.259443631,676,1 constant_scale_shape
1,3,0.258600266,344,1 constant_scale_shape
1,3,0.264890441,502,1 constant_scale_shape
1,3,0.272974311,343,1 constant_scale_shape
1,3,0.276444781,570,1 constant_scale_shape
1,3,0.277297625,511,1 constant_scale_shape
1,3,0.284697407,329,1 constant_scale_shape
1,3,0.283959091,568,1 constant_scale_shape
1,3,0.288470747,377,1 constant_scale_shape
1,3,0.295078269,627,1 constant_scale_shape
1,3,0.298438009,486,1 constant_scale_shape
1,3,0.30121076,538,1 constant_scale_shape
1,3,0.304004306,517,1 constant_scale_shape
1,3,0.307353981,514,1 constant_scale_shape
1,3,0.312592871,424,1 constant_scale_shape
1,3,0.313545089,478,1 constant_scale_shape
1,3,0.322863255,375,1 constant_scale_shape
1,3,0.327402092,584,1 constant_scale_shape
1,3,0.334016662,500,1 constant_scale_shape
1,3,0.334706164,476,1 constant_scale_shape
1,3,0.338281829,547,1 constant_scale_shape
1,3,0.34620837,433,1 constant_scale_shape
1,3,0.347203648,662,1 constant_scale_shape
1,3,0.350649721,781,1 constant_scale_shape
1,3,0.354274652,551,1 constant_scale_shape
1,3,0.355774337,657,1 constant_scale_shape
1,3,0.359601375,566,1 constant_scale_shape
1,3,0.370212848,622,1 constant_scale_shape
1,3,0.371205106,546,1 constant_scale_shape
1,3,0.377012975,518,1 constant_scale_shape
1,3,0.379037765,791,1 constant_scale_shape
1,3,0.378833444,863,1 constant_scale_shape
1,3,0.384768206,565,1 constant_scale_shape
1,3,0.388191856,589,1 constant_scale_shape
1,3,0.392791598,580,1 constant_scale_shape
1,3,0.398888838,732,1 constant_scale_shape
1,3,0.403219511,823,1 constant_scale_shape
1,3,0.40451401,364,1 constant_scale_shape
1,3,0.409527037,771,1 constant_scale_shape
1,3,0.414066352,679,1 constant_scale_shape
1,3,0.421981075,674,1 constant_scale_shape
1,3,0.424468568,833,1 constant_scale_shape
1,3,0.429365349,1031,1 constant_scale_shape
1,3,0.430837245,754,1 constant_scale_shape
1,3,0.437016508,557,1 constant_scale_shape
1,3,0.444994233,659,1 constant_scale_shape
1,3,0.434120918,905,1 constant_scale_shape
1,3,0.447614391,776,1 constant_scale_shape
1,3,0.455082292,974,1 constant_scale_shape
1,3,0.455012064,725,1 constant_scale_shape
1,3,0.458545466,1051,1 constant_scale_shape
1,3,0.462660109,621,1 constant_scale_shape
1,3,0.467979706,645,1 constant_scale_shape
1,3,0.468523096,1147,1 constant_scale_shape
1,3,0.479792691,909,1 constant_scale_shape
1,3,0.478345177,746,1 constant_scale_shape
1,3,0.482871044,812,1 constant_scale_shape
1,3,0.486520647,675,1 constant_scale_shape
1,3,0.483946915,600,1 constant_scale_shape
1,3,0.49461926,898,1 constant_scale_shape
1,3,0.506882719,1306,1 constant_scale_shape
1,3,0.496865749,992,1 constant_scale_shape
1,3,0.509347202,790,1 constant_scale_shape
1,3,0.509011154,975,1 constant_scale_shape
1,3,0.516776308,931,1 constant_scale_shape
1,3,0.518300691,800,1 constant_scale_shape
1,3,0.521188297,626,1 constant_scale_shape
1,3,0.529908792,817,1 constant_scale_shape
1,3,0.533232123,1461,1 constant_scale_shape
1,3,0.536426846,1160,1 constant_scale_shape
1,3,0.535759423,605,1 constant_scale_shape
1,3,0.537251516,1254,1 constant_scale_shape
1,3,0.548120682,699,1 constant_scale_shape
1,3,0.546924299,1102,1 constant_scale_shape
1,3,0.557141482,1284,1 constant_scale_shape
1,3,0.56046044,613,1 constant_scale_shape
1,3,0.552385506,961,1 constant_scale_shape
1,3,0.570857163,1027,1 constant_scale_shape
1,3,0.576576575,681,1 constant_scale_shape
1,3,0.567937683,1002,1 constant_scale_shape
1,3,0.577013942,1043,1 constant_scale_shape
1,3,0.584445735,737,1 constant_scale_shape
1,3,0.588040369,640,1 constant_scale_shape
1,3,0.582730941,723,1 constant_scale_shape
1,3,0.581808375,788,1 constant_scale_shape
1,3,0.594154724,1349,1 constant_scale_shape
1,3,0.605920378,891,1 constant_scale_shape
1,3,0.60909087,1187,1 constant_scale_shape
1,3,0.611016071,1404,1 constant_scale_shape
1,3,0.610291593,1295,1 constant_scale_shape
1,3,0.621485801,902,1 constant_scale_shape
1,3,0.615497035,1033,1 constant_scale_shape
1,3,0.621363331,1108,1 constant_scale_shape
1,3,0.630831859,1162,1 constant_scale_shape
1,3,0.62681055,943,1 constant_scale_shape
1,3,0.635546601,738,1 constant_scale_shape
1,3,0.636727415,918,1 constant_scale_shape
1,3,0.642119773,1015,1 constant_scale_shape
1,3,0.650006337,705,1 constant_scale_shape
1,3,0.656899401,1217,1 constant_scale_shape
1,3,0.655817049,982,1 constant_scale_shape
1,3,0.659090012,1087,1 constant_scale_shape
1,3,0.668090059,881,1 constant_scale_shape
1,3,0.672848177,930,1 constant_scale_shape
1,3,0.671665633,1015,1 constant_scale_shape
1,3,0.681566664,842,1 constant_scale_shape
1,3,0.68312881,1242,1 constant_scale_shape
1,3,0.687011519,1287,1 constant_scale_shape
1,3,0.691245717,780,1 constant_scale_shape
1,3,0.693455271,1338,1 constant_scale_shape
1,3,0.698848652,812,1 constant_scale_shape
1,3,0.704204489,2112,1 constant_scale_shape
1,3,0.707734595,1285,1 constant_scale_shape
1,3,0.704153469,1409,1 constant_scale_shape
1,3,0.715786055,1103,1 constant_scale_shape
1,3,0.719530078,1413,1 constant_scale_shape
1,3,0.71792183,483,1 constant_scale_shape
1,3,0.723368794,1005,1 constant_scale_shape
1,3,0.727694753,1442,1 constant_scale_shape
1,3,0.734979182,1211,1 constant_scale_shape
1,3,0.740237121,1191,1 constant_scale_shape
1,3,0.749115211,1903,1 constant_scale_shape
1,3,0.73947502,1286,1 constant_scale_shape
1,3,0.746140974,1097,1 constant_scale_shape
1,3,0.757711284,1301,1 constant_scale_shape
1,3,0.773580167,1391,1 constant_scale_shape
1,3,0.783945602,1598,1 constant_scale_shape
1,3,0.784185821,1596,1 constant_scale_shape
1,3,0.785184767,1499,1 constant_scale_shape
1,3,0.789482351,1335,1 constant_scale_shape
1,3,0.801456357,1094,1 constant_scale_shape
1,3,0.808865455,1371,1 constant_scale_shape
1,3,0.812329139,1613,1 constant_scale_shape
1,3,0.825510939,2407,1 constant_scale_shape
1,4,0.001003992,106,1 constant_scale_shape
1,4,0.00281535,86,1 constant_scale_shape
1,4,0.003477581,122,1 constant_scale_shape
1,4,0.005954124,125,1 constant_scale_shape
1,4,0.010208524,121,1 constant_scale_shape
1,4,0.013900089,99,1 constant_scale_shape
1,4,0.018103522,116,1 constant_scale_shape
1,4,0.021987559,122,1 constant_scale_shape
1,4,0.025960126,124,1 constant_scale_shape
